;X;Y;Z;Rf;Gf;Bf;Af
4353;-0.88194962;0.14282997;1.28669045;0.501961;0.333333;0.278431;1
4354;-0.64301987;2.19567060;0.71538001;0.0470588;0.517647;0.458824;1
4355;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
4356;-1.17244112;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
4357;-0.37396967;0.85499962;0.42729002;0.294118;41;0.952941;1
4358;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
4359;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
4360;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
4361;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
4362;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
4363;-0.77328033;2.22999048;0.34196001;0.286275;0.827451;0.658824;1
4364;-0.05174942;1.96052027;0.99702006;0.25098;0.972549;0.980392;1
4365;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
4366;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
4367;-0.02562065;0.65170963;1.23140007;0.580392;0.42078439;0.45866609;1
4368;-0.76200981;0.71284969;1.29080993;0.505882;0.42615694;0.46450922;1
4369;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
4370;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
4371;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
4372;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
4373;-1.02906000;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
4374;-0.67192041;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
4375;-2.12308084;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
4376;-0.1435842098;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
4377;-0.1399614109;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
4378;-1.33208048;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
4379;-0.34889948;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
4380;-1.00779116;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
4381;-0.13666077;0.69167049;1.483975998;0.556863;1;1;1
4382;-0.93102951;0.61380966;1.489734998;0.427451;0.380392;0.298039;1
4383;-0.93645973;0.90598019;0.1542684924;0.152941;0.341176;0.286275;1
4384;-1.38556063;0.12489994;0.1509017932;0.14902;0.286275;0.164706;1
4385;-0.89701958;0.71181973;1.28999041;0.45098;0.392157;0.309804;1
4386;-0.45186920;2.13309050;0.786585490;0.176471;0.847059;0.666667;1
4387;-0.52871056;0.69096001;0.795349471;0.258824;0.478431;0.4;1
4388;-0.64606972;0.24059017;1.1867066870;0.0117647;0.345098;0.270588;1
4389;-0.83695908;0.54986008;1.1890336881;0.494118;0.376471;0.301961;1
4390;-0.99319954;0.75955017;0.62436014;0.160784;0.392157;0.341176;1
4391;-0.96898003;0.17480000;1.3514910;0.490196;0.313725;0.258824;1
4392;-1.406810455;0.49382027;1.3917909;0.411765;0.313725;0.243137;1
4393;-1.411649398;0.07647045;0.1426133666;0.156863;0.282353;0.176471;1
4394;-0.36945076;0.86905010;0.1389066658;0.262745;0.988235;1;1
4395;-0.63088913;0.61991985;1.28645998;0.529412;0.388235;0.333333;1
4396;-0.84089966;0.49788006;1.28466993;0.533333;0.372549;0.298039;1
4397;-0.65430946;0.71636971;1.16206008;0.141176;0.380392;0.329412;1
4398;-0.42018051;0.73771008;0.2216626438;0.329412;0.639216;0.552941;1
4399;-0.37135048;0.86413963;0.2135752436;0.482353;0.839216;0.760784;1
4400;-0.35888023;1.45001991;1.35998163;0.411765;0.866667;0.760784;1
4401;-0.64996071;0.07083996;1.36087165;0.592157;0.403922;0.34902;1
4402;-0.70485039;0.75290020;0.51425010;0.258824;0.572549;0.501961;1
4403;-0.15482063;0.84303959;1.28796011;0.529412;1;1;1
4404;-0.18476982;0.62384041;1.04470998;0.0470588;0.92549;0.909804;1
4405;-0.47832031;1.62988956;1.21235996;0.184314;1;1;1
4406;-0.75182076;0.77091034;0.51248008;0.258824;0.568627;0.490196;1
4407;-0.62956924;2.19989061;1.1296843632;0.231373;0.976471;0.780392;1
4408;-0.29984016;0.27696999;1.1312895640;0.694118;0.611765;0.545098;1
4409;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
4410;-1.07701075;0.30577953;1.28753040;0.439216;0.294118;0.239216;1
4411;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
4412;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
4413;-0.31282921;2.09552050;0.13291996;0.137255;0.529412;0.352941;1
4414;-1.08542025;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
4415;-0.1900144435;2.14993048;0.86893993;0.168627;0.792157;0.701961;1
4416;-0.1924456454;-0.00491993;1.10599039;0.0313725;0.984314;0.933333;1
4417;-1.30355036;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
4418;-0.1403545410;0.48497971;1.03087042;0.0196078;0.611765;0.588235;1
4419;-0.1474472457;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
4420;-1.14903032;0.26375969;1.104513842;0.466667;0.298039;0.243137;1
4421;-0.10600054;0.58792980;1.105460840;0.596078;0.717647;0.654902;1
4422;-1.372263838;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
4423;-1.376750685;0.06373985;1.28761051;0.411765;0.270588;0.215686;1
4424;-0.41626091;0.74569996;0.53716999;0.32549;41;0.984314;1
4425;-0.96996994;0.14480026;1.77808007;0.482353;0.32549;0.270588;1
4426;-0.19592972;0.49193962;1.78422007;0.639216;0.65098;0.564706;1
4427;-1.09172022;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
4428;-2.14615023;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
4429;-0.35751117;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
4430;-1.42788089;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
4431;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
4432;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
4433;-0.86226006;0.20722015;1.317057183;0.466667;0.329412;0.27451;1
4434;-1.29110110;0.76474007;1.320614173;0.34902;0.301961;0.239216;1
4435;-0.445125695;2.08624030;0.49967009;0.337255;0.866667;0.694118;1
4436;-0.398630639;0.21914013;1.264770469;0.466667;0.345098;0.290196;1
4437;-1.14609111;0.69275959;1.267680487;0.407843;0.313725;0.239216;1
4438;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
4439;-0.30552025;2.06581069;0.02168995;0.262745;0.737255;0.545098;1
4440;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
4441;-0.34195061;1.89000996;1.216692674;0.321569;0.984314;0.972549;1
4442;-0.37633057;0.23423965;1.219691670;0.603922;0.556863;0.505882;1
4443;-0.36872978;0.87741955;0.99282008;0.368627;0.74902;0.603922;1
4444;-0.46479912;0.66778954;1.04340052;0.231373;0.478431;0.411765;1
4445;-0.52572937;0.68488987;0.82844833;0.341176;0.588235;0.521569;1
4446;-0.30684967;2.09695006;0.83642831;0.121569;0.498039;0.333333;1
4447;-0.04395981;0.54794987;1.29583048;0.572549;0.647059;0.619608;1
4448;-0.36319084;0.88566978;0.19780999;0.470588;0.878431;0.772549;1
4449;-0.36960907;0.86567028;0.02538997;0.447059;0.811765;0.701961;1
4450;-0.74229927;0.76719959;0.48762995;0.262745;0.572549;0.494118;1
4451;-0.15616913;0.66539009;1.25685006;0.482353;0.709804;0.635294;1
4452;-0.99708099;0.76157959;1.05142003;0.262745;0.415686;0.27451;1
4453;-1.99916995;0.91061981;1.28538996;0.278431;0.172549;0.141176;1
4454;-0.35666008;0.90752991;0.12418002;0.443137;0.827451;0.760784;1
4455;-0.63498039;0.72556026;1.14656042;0.313725;0.423529;0.372549;1
4456;-0.65520973;0.73470028;0.53206998;0.266667;0.6;0.509804;1
4457;-0.85994072;0.50986012;1.28641032;0.482353;0.372549;0.298039;1
4458;-0.97800941;0.80809982;0.66325003;0.14902;0.392157;0.329412;1
4459;-0.44756050;0.66168030;0.02239996;0.737255;0.721569;0.635294;1
4460;-1.17845119;0.83527000;0.73041993;0.290196;0.286275;0.235294;1
4461;-0.88194962;0.14282997;1.28669046;0.501961;0.333333;0.278431;1
4462;-0.64301987;2.19567061;0.71538001;0.0470588;0.517647;0.458824;1
4463;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
4464;-1.17244113;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
4465;-0.37396968;0.85499962;0.42729002;0.294118;42;0.952941;1
4466;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
4467;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
4468;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
4469;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
4470;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
4471;-0.77328033;2.22999049;0.34196001;0.286275;0.827451;0.658824;1
4472;-0.05174942;1.96052028;0.99702006;0.25098;0.972549;0.980392;1
4473;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
4474;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
4475;-0.02562065;0.65170963;1.23140007;0.580392;0.43152949;0.47035235;1
4476;-0.76200981;0.71284969;1.29080993;0.505882;0.43690204;0.47619548;1
4477;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
4478;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
4479;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
4480;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
4481;-1.02906001;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
4482;-0.67192042;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
4483;-2.12308085;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
4484;-0.1363386120;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
4485;-0.1327158131;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
4486;-1.33208049;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
4487;-0.34889949;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
4488;-1.00779117;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
4489;-0.13666077;0.69167049;1.495493998;0.556863;1;1;1
4490;-0.93102951;0.61380966;1.501252998;0.427451;0.380392;0.298039;1
4491;-0.93645973;0.90598019;0.1475350940;0.152941;0.341176;0.286275;1
4492;-1.38556064;0.12489994;0.1441683948;0.14902;0.286275;0.164706;1
4493;-0.89701958;0.71181973;1.28999042;0.45098;0.392157;0.309804;1
4494;-0.45186920;2.13309051;0.804113452;0.176471;0.847059;0.666667;1
4495;-0.52871056;0.69096001;0.812877433;0.258824;0.478431;0.4;1
4496;-0.64606972;0.24059017;1.1913606892;0.0117647;0.345098;0.270588;1
4497;-0.83695908;0.54986008;1.1936876903;0.494118;0.376471;0.301961;1
4498;-0.99319954;0.75955017;0.62436014;0.160784;0.392157;0.341176;1
4499;-0.96898003;0.17480000;1.4320908;0.490196;0.313725;0.258824;1
4500;-1.416488341;0.49382027;1.4723907;0.411765;0.313725;0.243137;1
4501;-1.421327284;0.07647045;0.1351999650;0.156863;0.282353;0.176471;1
4502;-0.36945076;0.86905010;0.1314932642;0.262745;0.988235;1;1
4503;-0.63088913;0.61991985;1.28645998;0.529412;0.388235;0.333333;1
4504;-0.84089966;0.49788006;1.28466993;0.533333;0.372549;0.298039;1
4505;-0.65430946;0.71636971;1.16206008;0.141176;0.380392;0.329412;1
4506;-0.42018051;0.73771008;0.2054878434;0.329412;0.639216;0.552941;1
4507;-0.37135048;0.86413963;0.1974004432;0.482353;0.839216;0.760784;1
4508;-0.35888023;1.45001991;1.36176167;0.411765;0.866667;0.760784;1
4509;-0.64996071;0.07083996;1.36265169;0.592157;0.403922;0.34902;1
4510;-0.70485039;0.75290020;0.51425010;0.258824;0.572549;0.501961;1
4511;-0.15482063;0.84303959;1.28796011;0.529412;1;1;1
4512;-0.18476982;0.62384041;1.04470998;0.0470588;0.92549;0.909804;1
4513;-0.47832031;1.62988956;1.21235996;0.184314;1;1;1
4514;-0.75182076;0.77091034;0.51248008;0.258824;0.568627;0.490196;1
4515;-0.62956924;2.19989062;1.1328947648;0.231373;0.976471;0.780392;1
4516;-0.29984016;0.27696999;1.1344999656;0.694118;0.611765;0.545098;1
4517;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
4518;-1.07701076;0.30577953;1.28753041;0.439216;0.294118;0.239216;1
4519;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
4520;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
4521;-0.31282921;2.09552051;0.13291996;0.137255;0.529412;0.352941;1
4522;-1.08542026;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
4523;-0.1948768473;2.14993049;0.86893993;0.168627;0.792157;0.701961;1
4524;-0.1973080492;-0.00491993;1.10599040;0.0313725;0.984314;0.933333;1
4525;-1.30355037;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
4526;-0.1545399504;0.48497971;1.03087043;0.0196078;0.611765;0.588235;1
4527;-0.1616326551;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
4528;-1.14903033;0.26375969;1.106407838;0.466667;0.298039;0.243137;1
4529;-0.10600055;0.58792980;1.107354836;0.596078;0.717647;0.654902;1
4530;-1.381237532;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
4531;-1.385724379;0.06373985;1.28761052;0.411765;0.270588;0.215686;1
4532;-0.41626091;0.74569996;0.53716999;0.32549;42;0.984314;1
4533;-0.96996994;0.14480026;1.79036007;0.482353;0.32549;0.270588;1
4534;-0.19592972;0.49193962;1.79650007;0.639216;0.65098;0.564706;1
4535;-1.09172023;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
4536;-2.14615024;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
4537;-0.35751118;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
4538;-1.42788090;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
4539;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
4540;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
4541;-0.86226006;0.20722015;1.324171163;0.466667;0.329412;0.27451;1
4542;-1.29110111;0.76474007;1.327728153;0.34902;0.301961;0.239216;1
4543;-0.352135583;2.08624031;0.49967009;0.337255;0.866667;0.694118;1
4544;-0.305640527;0.21914013;1.270590505;0.466667;0.345098;0.290196;1
4545;-1.14609112;0.69275959;1.273500523;0.407843;0.313725;0.239216;1
4546;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
4547;-0.30552025;2.06581070;0.02168995;0.262745;0.737255;0.545098;1
4548;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
4549;-0.34195061;1.89000996;1.222690666;0.321569;0.984314;0.972549;1
4550;-0.37633057;0.23423965;1.225689662;0.603922;0.556863;0.505882;1
4551;-0.36872978;0.87741955;0.99282008;0.368627;0.74902;0.603922;1
4552;-0.46479912;0.66778954;1.04340053;0.231373;0.478431;0.411765;1
4553;-0.52572937;0.68488987;0.84440829;0.341176;0.588235;0.521569;1
4554;-0.30684967;2.09695007;0.85238827;0.121569;0.498039;0.333333;1
4555;-0.04395981;0.54794987;1.29583049;0.572549;0.647059;0.619608;1
4556;-0.36319084;0.88566978;0.19780999;0.470588;0.878431;0.772549;1
4557;-0.36960907;0.86567028;0.02538997;0.447059;0.811765;0.701961;1
4558;-0.74229927;0.76719959;0.48762995;0.262745;0.572549;0.494118;1
4559;-0.15616913;0.66539009;1.25685006;0.482353;0.709804;0.635294;1
4560;-0.99708099;0.76157959;1.05142003;0.262745;0.415686;0.27451;1
4561;-1.99916996;0.91061981;1.28538996;0.278431;0.172549;0.141176;1
4562;-0.35666008;0.90752991;0.12418002;0.443137;0.827451;0.760784;1
4563;-0.63498039;0.72556026;1.14656043;0.313725;0.423529;0.372549;1
4564;-0.65520973;0.73470028;0.53206998;0.266667;0.6;0.509804;1
4565;-0.85994072;0.50986012;1.28641033;0.482353;0.372549;0.298039;1
4566;-0.97800941;0.80809982;0.66325003;0.14902;0.392157;0.329412;1
4567;-0.44756050;0.66168030;0.02239996;0.737255;0.721569;0.635294;1
4568;-1.17845120;0.83527000;0.73041993;0.290196;0.286275;0.235294;1
4569;-0.88194962;0.14282997;1.28669047;0.501961;0.333333;0.278431;1
4570;-0.64301987;2.19567062;0.71538001;0.0470588;0.517647;0.458824;1
4571;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
4572;-1.17244114;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
4573;-0.37396969;0.85499962;0.42729002;0.294118;43;0.952941;1
4574;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
4575;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
4576;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
4577;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
4578;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
4579;-0.77328033;2.22999050;0.34196001;0.286275;0.827451;0.658824;1
4580;-0.05174942;1.96052029;0.99702006;0.25098;0.972549;0.980392;1
4581;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
4582;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
4583;-0.02562065;0.65170963;1.23140007;0.580392;0.44227459;0.48203861;1
4584;-0.76200981;0.71284969;1.29080993;0.505882;0.44764714;0.48788174;1
4585;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
4586;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
4587;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
4588;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
4589;-1.02906002;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
4590;-0.67192043;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
4591;-2.12308086;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
4592;-0.1290930142;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
4593;-0.1254702153;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
4594;-1.33208050;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
4595;-0.34889950;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
4596;-1.00779118;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
4597;-0.13666077;0.69167049;1.507011998;0.556863;1;1;1
4598;-0.93102951;0.61380966;1.512770998;0.427451;0.380392;0.298039;1
4599;-0.93645973;0.90598019;0.1408016956;0.152941;0.341176;0.286275;1
4600;-1.38556065;0.12489994;0.1374349964;0.14902;0.286275;0.164706;1
4601;-0.89701958;0.71181973;1.28999043;0.45098;0.392157;0.309804;1
4602;-0.45186920;2.13309052;0.821641414;0.176471;0.847059;0.666667;1
4603;-0.52871056;0.69096001;0.830405395;0.258824;0.478431;0.4;1
4604;-0.64606972;0.24059017;1.1960146914;0.0117647;0.345098;0.270588;1
4605;-0.83695908;0.54986008;1.1983416925;0.494118;0.376471;0.301961;1
4606;-0.99319954;0.75955017;0.62436014;0.160784;0.392157;0.341176;1
4607;-0.96898003;0.17480000;1.5126906;0.490196;0.313725;0.258824;1
4608;-1.426166227;0.49382027;1.5529905;0.411765;0.313725;0.243137;1
4609;-1.431005170;0.07647045;0.1277865634;0.156863;0.282353;0.176471;1
4610;-0.36945076;0.86905010;0.1240798626;0.262745;0.988235;1;1
4611;-0.63088913;0.61991985;1.28645998;0.529412;0.388235;0.333333;1
4612;-0.84089966;0.49788006;1.28466993;0.533333;0.372549;0.298039;1
4613;-0.65430946;0.71636971;1.16206008;0.141176;0.380392;0.329412;1
4614;-0.42018051;0.73771008;0.1893130430;0.329412;0.639216;0.552941;1
4615;-0.37135048;0.86413963;0.1812256428;0.482353;0.839216;0.760784;1
4616;-0.35888023;1.45001991;1.36354171;0.411765;0.866667;0.760784;1
4617;-0.64996071;0.07083996;1.36443173;0.592157;0.403922;0.34902;1
4618;-0.70485039;0.75290020;0.51425010;0.258824;0.572549;0.501961;1
4619;-0.15482063;0.84303959;1.28796011;0.529412;1;1;1
4620;-0.18476982;0.62384041;1.04470998;0.0470588;0.92549;0.909804;1
4621;-0.47832031;1.62988956;1.21235996;0.184314;1;1;1
4622;-0.75182076;0.77091034;0.51248008;0.258824;0.568627;0.490196;1
4623;-0.62956924;2.19989063;1.1361051664;0.231373;0.976471;0.780392;1
4624;-0.29984016;0.27696999;1.1377103672;0.694118;0.611765;0.545098;1
4625;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
4626;-1.07701077;0.30577953;1.28753042;0.439216;0.294118;0.239216;1
4627;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
4628;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
4629;-0.31282921;2.09552052;0.13291996;0.137255;0.529412;0.352941;1
4630;-1.08542027;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
4631;-0.1997392511;2.14993050;0.86893993;0.168627;0.792157;0.701961;1
4632;-0.2021704530;-0.00491993;1.10599041;0.0313725;0.984314;0.933333;1
4633;-1.30355038;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
4634;-0.1687253598;0.48497971;1.03087044;0.0196078;0.611765;0.588235;1
4635;-0.1758180645;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
4636;-1.14903034;0.26375969;1.108301834;0.466667;0.298039;0.243137;1
4637;-0.10600056;0.58792980;1.109248832;0.596078;0.717647;0.654902;1
4638;-1.390211226;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
4639;-1.394698073;0.06373985;1.28761053;0.411765;0.270588;0.215686;1
4640;-0.41626091;0.74569996;0.53716999;0.32549;43;0.984314;1
4641;-0.96996994;0.14480026;1.80264007;0.482353;0.32549;0.270588;1
4642;-0.19592972;0.49193962;1.80878007;0.639216;0.65098;0.564706;1
4643;-1.09172024;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
4644;-2.14615025;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
4645;-0.35751119;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
4646;-1.42788091;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
4647;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
4648;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
4649;-0.86226006;0.20722015;1.331285143;0.466667;0.329412;0.27451;1
4650;-1.29110112;0.76474007;1.334842133;0.34902;0.301961;0.239216;1
4651;-0.259145471;2.08624032;0.49967009;0.337255;0.866667;0.694118;1
4652;-0.212650415;0.21914013;1.276410541;0.466667;0.345098;0.290196;1
4653;-1.14609113;0.69275959;1.279320559;0.407843;0.313725;0.239216;1
4654;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
4655;-0.30552025;2.06581071;0.02168995;0.262745;0.737255;0.545098;1
4656;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
4657;-0.34195061;1.89000996;1.228688658;0.321569;0.984314;0.972549;1
4658;-0.37633057;0.23423965;1.231687654;0.603922;0.556863;0.505882;1
4659;-0.36872978;0.87741955;0.99282008;0.368627;0.74902;0.603922;1
4660;-0.46479912;0.66778954;1.04340054;0.231373;0.478431;0.411765;1
4661;-0.52572937;0.68488987;0.86036825;0.341176;0.588235;0.521569;1
4662;-0.30684967;2.09695008;0.86834823;0.121569;0.498039;0.333333;1
4663;-0.04395981;0.54794987;1.29583050;0.572549;0.647059;0.619608;1
4664;-0.36319084;0.88566978;0.19780999;0.470588;0.878431;0.772549;1
4665;-0.36960907;0.86567028;0.02538997;0.447059;0.811765;0.701961;1
4666;-0.74229927;0.76719959;0.48762995;0.262745;0.572549;0.494118;1
4667;-0.15616913;0.66539009;1.25685006;0.482353;0.709804;0.635294;1
4668;-0.99708099;0.76157959;1.05142003;0.262745;0.415686;0.27451;1
4669;-1.99916997;0.91061981;1.28538996;0.278431;0.172549;0.141176;1
4670;-0.35666008;0.90752991;0.12418002;0.443137;0.827451;0.760784;1
4671;-0.63498039;0.72556026;1.14656044;0.313725;0.423529;0.372549;1
4672;-0.65520973;0.73470028;0.53206998;0.266667;0.6;0.509804;1
4673;-0.85994072;0.50986012;1.28641034;0.482353;0.372549;0.298039;1
4674;-0.97800941;0.80809982;0.66325003;0.14902;0.392157;0.329412;1
4675;-0.44756050;0.66168030;0.02239996;0.737255;0.721569;0.635294;1
4676;-1.17845121;0.83527000;0.73041993;0.290196;0.286275;0.235294;1
4677;-0.88194962;0.14282997;1.28669048;0.501961;0.333333;0.278431;1
4678;-0.64301987;2.19567063;0.71538001;0.0470588;0.517647;0.458824;1
4679;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
4680;-1.17244115;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
4681;-0.37396970;0.85499962;0.42729002;0.294118;44;0.952941;1
4682;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
4683;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
4684;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
4685;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
4686;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
4687;-0.77328033;2.22999051;0.34196001;0.286275;0.827451;0.658824;1
4688;-0.05174942;1.96052030;0.99702006;0.25098;0.972549;0.980392;1
4689;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
4690;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
4691;-0.02562065;0.65170963;1.23140007;0.580392;0.45301969;0.49372487;1
4692;-0.76200981;0.71284969;1.29080993;0.505882;0.45839224;0.49956800;1
4693;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
4694;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
4695;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
4696;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
4697;-1.02906003;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
4698;-0.67192044;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
4699;-2.12308087;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
4700;-0.1218474164;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
4701;-0.1182246175;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
4702;-1.33208051;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
4703;-0.34889951;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
4704;-1.00779119;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
4705;-0.13666077;0.69167049;1.518529998;0.556863;1;1;1
4706;-0.93102951;0.61380966;1.524288998;0.427451;0.380392;0.298039;1
4707;-0.93645973;0.90598019;0.1340682972;0.152941;0.341176;0.286275;1
4708;-1.38556066;0.12489994;0.1307015980;0.14902;0.286275;0.164706;1
4709;-0.89701958;0.71181973;1.28999044;0.45098;0.392157;0.309804;1
4710;-0.45186920;2.13309053;0.839169376;0.176471;0.847059;0.666667;1
4711;-0.52871056;0.69096001;0.847933357;0.258824;0.478431;0.4;1
