;X;Y;Z;Rf;Gf;Bf;Af
1816;-0.29984016;0.27696999;1.542399256;0.694118;0.611765;0.545098;1
1817;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
1818;-1.07701051;0.30577953;1.28753016;0.439216;0.294118;0.239216;1
1819;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
1820;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
1821;-0.31282921;2.09552026;0.13291996;0.137255;0.529412;0.352941;1
1822;-1.08542001;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
1823;-0.733167523;2.14993024;0.86893993;0.168627;0.792157;0.701961;1
1824;-0.757479542;-0.00491993;1.10599015;0.0313725;0.984314;0.933333;1
1825;-1.30355012;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
1826;-0.2000952846;0.48497971;1.03087018;0.0196078;0.611765;0.588235;1
1827;-0.1930025799;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
1828;-1.14903008;0.26375969;1.59057938;0.466667;0.298039;0.243137;1
1829;-0.10600030;0.58792980;1.60004936;0.596078;0.717647;0.654902;1
1830;-1.156895182;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
1831;-1.161382029;0.06373985;1.28761027;0.411765;0.270588;0.215686;1
1832;-0.41626091;0.74569996;0.53716999;0.32549;17;0.984314;1
1833;-0.96996994;0.14480026;1.48336007;0.482353;0.32549;0.270588;1
1834;-0.19592972;0.49193962;1.48950007;0.639216;0.65098;0.564706;1
1835;-1.09171998;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
1836;-2.14614999;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
1837;-0.35751093;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
1838;-1.42788065;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
1839;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
1840;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
1841;-0.86226006;0.20722015;1.146321663;0.466667;0.329412;0.27451;1
1842;-1.29110086;0.76474007;1.149878653;0.34902;0.301961;0.239216;1
1843;-0.1618078913;2.08624006;0.49967009;0.337255;0.866667;0.694118;1
1844;-0.1664573969;0.21914013;1.125089605;0.466667;0.345098;0.290196;1
1845;-1.14609087;0.69275959;1.127999623;0.407843;0.313725;0.239216;1
1846;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
1847;-0.30552025;2.06581045;0.02168995;0.262745;0.737255;0.545098;1
1848;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
1849;-0.34195061;1.89000996;1.72740866;0.321569;0.984314;0.972549;1
1850;-0.37633057;0.23423965;1.75739862;0.603922;0.556863;0.505882;1
1851;-0.36872978;0.87741955;0.99282008;0.368627;0.74902;0.603922;1
1852;-0.46479912;0.66778954;1.04340028;0.231373;0.478431;0.411765;1
1853;-0.52572937;0.68488987;0.44540929;0.341176;0.588235;0.521569;1
1854;-0.30684967;2.09694982;0.45338927;0.121569;0.498039;0.333333;1
1855;-0.04395981;0.54794987;1.29583024;0.572549;0.647059;0.619608;1
1856;-0.36319084;0.88566978;0.19780999;0.470588;0.878431;0.772549;1
1857;-0.36960907;0.86567028;0.02538997;0.447059;0.811765;0.701961;1
1858;-0.74229927;0.76719959;0.48762995;0.262745;0.572549;0.494118;1
1859;-0.15616913;0.66539009;1.25685006;0.482353;0.709804;0.635294;1
1860;-0.99708099;0.76157959;1.05142003;0.262745;0.415686;0.27451;1
1861;-1.99916971;0.91061981;1.28538996;0.278431;0.172549;0.141176;1
1862;-0.35666008;0.90752991;0.12418002;0.443137;0.827451;0.760784;1
1863;-0.63498039;0.72556026;1.14656018;0.313725;0.423529;0.372549;1
1864;-0.65520973;0.73470028;0.53206998;0.266667;0.6;0.509804;1
1865;-0.85994072;0.50986012;1.28641008;0.482353;0.372549;0.298039;1
1866;-0.97800941;0.80809982;0.66325003;0.14902;0.392157;0.329412;1
1867;-0.44756050;0.66168030;0.02239996;0.737255;0.721569;0.635294;1
1868;-1.17845095;0.83527000;0.73041993;0.290196;0.286275;0.235294;1
1869;-0.88194962;0.14282997;1.28669022;0.501961;0.333333;0.278431;1
1870;-0.64301987;2.19567037;0.71538001;0.0470588;0.517647;0.458824;1
1871;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
1872;-1.17244089;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
1873;-0.37396944;0.85499962;0.42729002;0.294118;18;0.952941;1
1874;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
1875;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
1876;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
1877;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
1878;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
1879;-0.77328033;2.22999025;0.34196001;0.286275;0.827451;0.658824;1
1880;-0.05174942;1.96052004;0.99702006;0.25098;0.972549;0.980392;1
1881;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
1882;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
1883;-0.02562065;0.65170963;1.23140007;0.580392;0.17364709;0.18988211;1
1884;-0.76200981;0.71284969;1.29080993;0.505882;0.17901964;0.19572524;1
1885;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
1886;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
1887;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
1888;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
1889;-1.02905977;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
1890;-0.67192018;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
1891;-2.12308061;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
1892;-0.1192637704;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
1893;-0.1228865693;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
1894;-1.33208025;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
1895;-0.34889925;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
1896;-1.00779093;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
1897;-0.13666077;0.69167049;1.219061998;0.556863;1;1;1
1898;-0.93102951;0.61380966;1.224820998;0.427451;0.380392;0.298039;1
1899;-0.93645973;0.90598019;0.1203600740;0.152941;0.341176;0.286275;1
1900;-1.38556040;0.12489994;0.1237267732;0.14902;0.286275;0.164706;1
1901;-0.89701958;0.71181973;1.28999018;0.45098;0.392157;0.309804;1
1902;-0.45186920;2.13309027;0.383442364;0.176471;0.847059;0.666667;1
1903;-0.52871056;0.69096001;0.392206345;0.258824;0.478431;0.4;1
1904;-0.64606972;0.24059017;1.796646364;0.0117647;0.345098;0.270588;1
1905;-0.83695908;0.54986008;1.819916375;0.494118;0.376471;0.301961;1
1906;-0.99319954;0.75955017;0.62436014;0.160784;0.392157;0.341176;1
1907;-0.96898003;0.17480000;1.15023044;0.490196;0.313725;0.258824;1
1908;-1.184219077;0.49382027;1.14620045;0.411765;0.313725;0.243137;1
1909;-1.189058020;0.07647045;0.1163751262;0.156863;0.282353;0.176471;1
1910;-0.36945076;0.86905010;0.1200818270;0.262745;0.988235;1;1
1911;-0.63088913;0.61991985;1.28645998;0.529412;0.388235;0.333333;1
1912;-0.84089966;0.49788006;1.28466993;0.533333;0.372549;0.298039;1
1913;-0.65430946;0.71636971;1.16206008;0.141176;0.380392;0.329412;1
1914;-0.42018051;0.73771008;0.1641863234;0.329412;0.639216;0.552941;1
1915;-0.37135048;0.86413963;0.1560989232;0.482353;0.839216;0.760784;1
1916;-0.35888023;1.45001991;1.31904071;0.411765;0.866667;0.760784;1
1917;-0.64996071;0.07083996;1.31993073;0.592157;0.403922;0.34902;1
1918;-0.70485039;0.75290020;0.51425010;0.258824;0.572549;0.501961;1
1919;-0.15482063;0.84303959;1.28796011;0.529412;1;1;1
1920;-0.18476982;0.62384041;1.04470998;0.0470588;0.92549;0.909804;1
1921;-0.47832031;1.62988956;1.21235996;0.184314;1;1;1
1922;-0.75182076;0.77091034;0.51248008;0.258824;0.568627;0.490196;1
1923;-0.62956924;2.19989038;1.558451264;0.231373;0.976471;0.780392;1
1924;-0.29984016;0.27696999;1.574503272;0.694118;0.611765;0.545098;1
1925;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
1926;-1.07701052;0.30577953;1.28753017;0.439216;0.294118;0.239216;1
1927;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
1928;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
1929;-0.31282921;2.09552027;0.13291996;0.137255;0.529412;0.352941;1
1930;-1.08542002;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
1931;-0.781791561;2.14993025;0.86893993;0.168627;0.792157;0.701961;1
1932;-0.806103580;-0.00491993;1.10599016;0.0313725;0.984314;0.933333;1
1933;-1.30355013;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
1934;-0.1859098752;0.48497971;1.03087019;0.0196078;0.611765;0.588235;1
1935;-0.1788171705;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
1936;-1.14903009;0.26375969;1.60951934;0.466667;0.298039;0.243137;1
1937;-0.10600031;0.58792980;1.61898932;0.596078;0.717647;0.654902;1
1938;-1.165868876;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
1939;-1.170355723;0.06373985;1.28761028;0.411765;0.270588;0.215686;1
1940;-0.41626091;0.74569996;0.53716999;0.32549;18;0.984314;1
1941;-0.96996994;0.14480026;1.49564007;0.482353;0.32549;0.270588;1
1942;-0.19592972;0.49193962;1.50178007;0.639216;0.65098;0.564706;1
1943;-1.09171999;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
1944;-2.14615000;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
1945;-0.35751094;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
1946;-1.42788066;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
1947;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
1948;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
1949;-0.86226006;0.20722015;1.153435643;0.466667;0.329412;0.27451;1
1950;-1.29110087;0.76474007;1.156992633;0.34902;0.301961;0.239216;1
1951;-0.1711069025;2.08624007;0.49967009;0.337255;0.866667;0.694118;1
1952;-0.1757564081;0.21914013;1.130909641;0.466667;0.345098;0.290196;1
1953;-1.14609088;0.69275959;1.133819659;0.407843;0.313725;0.239216;1
1954;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
1955;-0.30552025;2.06581046;0.02168995;0.262745;0.737255;0.545098;1
1956;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
1957;-0.34195061;1.89000996;1.78738858;0.321569;0.984314;0.972549;1
1958;-0.37633057;0.23423965;1.81737854;0.603922;0.556863;0.505882;1
1959;-0.36872978;0.87741955;0.99282008;0.368627;0.74902;0.603922;1
1960;-0.46479912;0.66778954;1.04340029;0.231373;0.478431;0.411765;1
1961;-0.52572937;0.68488987;0.46136925;0.341176;0.588235;0.521569;1
1962;-0.30684967;2.09694983;0.46934923;0.121569;0.498039;0.333333;1
1963;-0.04395981;0.54794987;1.29583025;0.572549;0.647059;0.619608;1
1964;-0.36319084;0.88566978;0.19780999;0.470588;0.878431;0.772549;1
1965;-0.36960907;0.86567028;0.02538997;0.447059;0.811765;0.701961;1
1966;-0.74229927;0.76719959;0.48762995;0.262745;0.572549;0.494118;1
1967;-0.15616913;0.66539009;1.25685006;0.482353;0.709804;0.635294;1
1968;-0.99708099;0.76157959;1.05142003;0.262745;0.415686;0.27451;1
1969;-1.99916972;0.91061981;1.28538996;0.278431;0.172549;0.141176;1
1970;-0.35666008;0.90752991;0.12418002;0.443137;0.827451;0.760784;1
1971;-0.63498039;0.72556026;1.14656019;0.313725;0.423529;0.372549;1
1972;-0.65520973;0.73470028;0.53206998;0.266667;0.6;0.509804;1
1973;-0.85994072;0.50986012;1.28641009;0.482353;0.372549;0.298039;1
1974;-0.97800941;0.80809982;0.66325003;0.14902;0.392157;0.329412;1
1975;-0.44756050;0.66168030;0.02239996;0.737255;0.721569;0.635294;1
1976;-1.17845096;0.83527000;0.73041993;0.290196;0.286275;0.235294;1
1977;-0.88194962;0.14282997;1.28669023;0.501961;0.333333;0.278431;1
1978;-0.64301987;2.19567038;0.71538001;0.0470588;0.517647;0.458824;1
1979;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
1980;-1.17244090;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
1981;-0.37396945;0.85499962;0.42729002;0.294118;19;0.952941;1
1982;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
1983;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
1984;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
1985;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
1986;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
1987;-0.77328033;2.22999026;0.34196001;0.286275;0.827451;0.658824;1
1988;-0.05174942;1.96052005;0.99702006;0.25098;0.972549;0.980392;1
1989;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
1990;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
1991;-0.02562065;0.65170963;1.23140007;0.580392;0.18439219;0.20156837;1
1992;-0.76200981;0.71284969;1.29080993;0.505882;0.18976474;0.20741150;1
1993;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
1994;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
1995;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
1996;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
1997;-1.02905978;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
1998;-0.67192019;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
1999;-2.12308062;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
2000;-0.1265093682;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
2001;-0.1301321671;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
2002;-1.33208026;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
2003;-0.34889926;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
2004;-1.00779094;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
2005;-0.13666077;0.69167049;1.230579998;0.556863;1;1;1
2006;-0.93102951;0.61380966;1.236338998;0.427451;0.380392;0.298039;1
2007;-0.93645973;0.90598019;0.1270934724;0.152941;0.341176;0.286275;1
2008;-1.38556041;0.12489994;0.1304601716;0.14902;0.286275;0.164706;1
2009;-0.89701958;0.71181973;1.28999019;0.45098;0.392157;0.309804;1
2010;-0.45186920;2.13309028;0.400970326;0.176471;0.847059;0.666667;1
2011;-0.52871056;0.69096001;0.409734307;0.258824;0.478431;0.4;1
2012;-0.64606972;0.24059017;1.843186386;0.0117647;0.345098;0.270588;1
2013;-0.83695908;0.54986008;1.866456397;0.494118;0.376471;0.301961;1
2014;-0.99319954;0.75955017;0.62436014;0.160784;0.392157;0.341176;1
2015;-0.96898003;0.17480000;1.14217046;0.490196;0.313725;0.258824;1
2016;-1.193896963;0.49382027;1.13814047;0.411765;0.313725;0.243137;1
2017;-1.198735906;0.07647045;0.1237885278;0.156863;0.282353;0.176471;1
2018;-0.36945076;0.86905010;0.1274952286;0.262745;0.988235;1;1
2019;-0.63088913;0.61991985;1.28645998;0.529412;0.388235;0.333333;1
2020;-0.84089966;0.49788006;1.28466993;0.533333;0.372549;0.298039;1
2021;-0.65430946;0.71636971;1.16206008;0.141176;0.380392;0.329412;1
2022;-0.42018051;0.73771008;0.1480115230;0.329412;0.639216;0.552941;1
2023;-0.37135048;0.86413963;0.1399241228;0.482353;0.839216;0.760784;1
2024;-0.35888023;1.45001991;1.32082075;0.411765;0.866667;0.760784;1
2025;-0.64996071;0.07083996;1.32171077;0.592157;0.403922;0.34902;1
2026;-0.70485039;0.75290020;0.51425010;0.258824;0.572549;0.501961;1
2027;-0.15482063;0.84303959;1.28796011;0.529412;1;1;1
2028;-0.18476982;0.62384041;1.04470998;0.0470588;0.92549;0.909804;1
2029;-0.47832031;1.62988956;1.21235996;0.184314;1;1;1
2030;-0.75182076;0.77091034;0.51248008;0.258824;0.568627;0.490196;1
2031;-0.62956924;2.19989039;1.590555280;0.231373;0.976471;0.780392;1
2032;-0.29984016;0.27696999;1.606607288;0.694118;0.611765;0.545098;1
2033;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
2034;-1.07701053;0.30577953;1.28753018;0.439216;0.294118;0.239216;1
2035;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
2036;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
2037;-0.31282921;2.09552028;0.13291996;0.137255;0.529412;0.352941;1
2038;-1.08542003;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
2039;-0.830415599;2.14993026;0.86893993;0.168627;0.792157;0.701961;1
2040;-0.854727618;-0.00491993;1.10599017;0.0313725;0.984314;0.933333;1
2041;-1.30355014;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
2042;-0.1717244658;0.48497971;1.03087020;0.0196078;0.611765;0.588235;1
2043;-0.1646317611;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
2044;-1.14903010;0.26375969;1.62845930;0.466667;0.298039;0.243137;1
2045;-0.10600032;0.58792980;1.63792928;0.596078;0.717647;0.654902;1
2046;-1.174842570;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
2047;-1.179329417;0.06373985;1.28761029;0.411765;0.270588;0.215686;1
2048;-0.41626091;0.74569996;0.53716999;0.32549;19;0.984314;1
2049;-0.96996994;0.14480026;1.50792007;0.482353;0.32549;0.270588;1
2050;-0.19592972;0.49193962;1.51406007;0.639216;0.65098;0.564706;1
2051;-1.09172000;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
2052;-2.14615001;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
2053;-0.35751095;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
2054;-1.42788067;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
2055;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
2056;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
2057;-0.86226006;0.20722015;1.160549623;0.466667;0.329412;0.27451;1
2058;-1.29110088;0.76474007;1.164106613;0.34902;0.301961;0.239216;1
2059;-0.1804059137;2.08624008;0.49967009;0.337255;0.866667;0.694118;1
2060;-0.1850554193;0.21914013;1.136729677;0.466667;0.345098;0.290196;1
2061;-1.14609089;0.69275959;1.139639695;0.407843;0.313725;0.239216;1
2062;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
2063;-0.30552025;2.06581047;0.02168995;0.262745;0.737255;0.545098;1
2064;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
2065;-0.34195061;1.89000996;1.84736850;0.321569;0.984314;0.972549;1
2066;-0.37633057;0.23423965;1.87735846;0.603922;0.556863;0.505882;1
2067;-0.36872978;0.87741955;0.99282008;0.368627;0.74902;0.603922;1
2068;-0.46479912;0.66778954;1.04340030;0.231373;0.478431;0.411765;1
2069;-0.52572937;0.68488987;0.47732921;0.341176;0.588235;0.521569;1
2070;-0.30684967;2.09694984;0.48530919;0.121569;0.498039;0.333333;1
2071;-0.04395981;0.54794987;1.29583026;0.572549;0.647059;0.619608;1
2072;-0.36319084;0.88566978;0.19780999;0.470588;0.878431;0.772549;1
2073;-0.36960907;0.86567028;0.02538997;0.447059;0.811765;0.701961;1
2074;-0.74229927;0.76719959;0.48762995;0.262745;0.572549;0.494118;1
2075;-0.15616913;0.66539009;1.25685006;0.482353;0.709804;0.635294;1
2076;-0.99708099;0.76157959;1.05142003;0.262745;0.415686;0.27451;1
2077;-1.99916973;0.91061981;1.28538996;0.278431;0.172549;0.141176;1
2078;-0.35666008;0.90752991;0.12418002;0.443137;0.827451;0.760784;1
2079;-0.63498039;0.72556026;1.14656020;0.313725;0.423529;0.372549;1
2080;-0.65520973;0.73470028;0.53206998;0.266667;0.6;0.509804;1
2081;-0.85994072;0.50986012;1.28641010;0.482353;0.372549;0.298039;1
2082;-0.97800941;0.80809982;0.66325003;0.14902;0.392157;0.329412;1
2083;-0.44756050;0.66168030;0.02239996;0.737255;0.721569;0.635294;1
2084;-1.17845097;0.83527000;0.73041993;0.290196;0.286275;0.235294;1
2085;-0.88194962;0.14282997;1.28669024;0.501961;0.333333;0.278431;1
2086;-0.64301987;2.19567039;0.71538001;0.0470588;0.517647;0.458824;1
2087;-0.96112938;0.83218964;0.14073997;0.211765;0.345098;0.262745;1
2088;-1.17244091;0.05350025;0.10526997;0.694118;0.282353;0.247059;1
2089;-0.37396946;0.85499962;0.42729002;0.294118;20;0.952941;1
2090;-1.22796936;0.05756958;1.04342991;0.196078;0.188235;0.12549;1
2091;-1.50610085;0.12067039;1.28744989;0.34902;0.219608;0.192157;1
2092;-1.19106026;0.52575024;1.28870994;0.439216;0.305882;0.235294;1
2093;-0.57179947;0.44709023;1.18665009;0.435294;0.360784;0.298039;1
2094;-0.40926094;0.76078995;0.87359005;0.352941;0.819608;0.717647;1
2095;-0.77328033;2.22999027;0.34196001;0.286275;0.827451;0.658824;1
2096;-0.05174942;1.96052006;0.99702006;0.25098;0.972549;0.980392;1
2097;-0.41853065;0.72622974;0.40586000;0.490196;0.976471;0.976471;1
2098;-0.41894073;0.73375996;0.61800009;0.278431;1;1;1
2099;-0.02562065;0.65170963;1.23140007;0.580392;0.19513729;0.21325463;1
2100;-0.76200981;0.71284969;1.29080993;0.505882;0.20050984;0.21909776;1
2101;-0.13468094;0.74366959;1.23319989;0.552941;1;1;1
2102;-0.94052048;0.87197025;0.15963000;0.207843;0.305882;0.270588;1
2103;-0.42891998;0.19326027;1.00161010;0.0392157;0.247059;0.203922;1
2104;-0.93893929;0.07481964;1.28570992;0.466667;0.321569;0.266667;1
2105;-1.02905979;0.02274044;1.29023009;0.427451;0.298039;0.243137;1
2106;-0.67192020;0.43688972;1.28747993;0.541176;0.356863;0.286275;1
2107;-2.12308063;0.56863983;1.27983004;0.290196;0.101961;0.0862745;1
2108;-0.1337549660;0.80805977;1.10857993;0.321569;0.996078;0.996078;1
2109;-0.1373777649;0.22198017;1.29134995;0.670588;0.619608;0.494118;1
2110;-1.33208027;0.82775028;1.28830009;0.34902;0.298039;0.235294;1
2111;-0.34889927;0.36028965;1.00122005;0.0666667;0.384314;0.329412;1
2112;-1.00779095;0.74454029;0.79693013;0.184314;0.254902;0.156863;1
2113;-0.13666077;0.69167049;1.242097998;0.556863;1;1;1
2114;-0.93102951;0.61380966;1.247856998;0.427451;0.380392;0.298039;1
2115;-0.93645973;0.90598019;0.1338268708;0.152941;0.341176;0.286275;1
2116;-1.38556042;0.12489994;0.1371935700;0.14902;0.286275;0.164706;1
2117;-0.89701958;0.71181973;1.28999020;0.45098;0.392157;0.309804;1
2118;-0.45186920;2.13309029;0.418498288;0.176471;0.847059;0.666667;1
2119;-0.52871056;0.69096001;0.427262269;0.258824;0.478431;0.4;1
2120;-0.64606972;0.24059017;1.889726408;0.0117647;0.345098;0.270588;1
2121;-0.83695908;0.54986008;1.912996419;0.494118;0.376471;0.301961;1
2122;-0.99319954;0.75955017;0.62436014;0.160784;0.392157;0.341176;1
2123;-0.96898003;0.17480000;1.13411048;0.490196;0.313725;0.258824;1
2124;-1.203574849;0.49382027;1.13008049;0.411765;0.313725;0.243137;1
2125;-1.208413792;0.07647045;0.1312019294;0.156863;0.282353;0.176471;1
2126;-0.36945076;0.86905010;0.1349086302;0.262745;0.988235;1;1
2127;-0.63088913;0.61991985;1.28645998;0.529412;0.388235;0.333333;1
2128;-0.84089966;0.49788006;1.28466993;0.533333;0.372549;0.298039;1
2129;-0.65430946;0.71636971;1.16206008;0.141176;0.380392;0.329412;1
2130;-0.42018051;0.73771008;0.1318367226;0.329412;0.639216;0.552941;1
2131;-0.37135048;0.86413963;0.1237493224;0.482353;0.839216;0.760784;1
2132;-0.35888023;1.45001991;1.32260079;0.411765;0.866667;0.760784;1
2133;-0.64996071;0.07083996;1.32349081;0.592157;0.403922;0.34902;1
2134;-0.70485039;0.75290020;0.51425010;0.258824;0.572549;0.501961;1
2135;-0.15482063;0.84303959;1.28796011;0.529412;1;1;1
2136;-0.18476982;0.62384041;1.04470998;0.0470588;0.92549;0.909804;1
2137;-0.47832031;1.62988956;1.21235996;0.184314;1;1;1
2138;-0.75182076;0.77091034;0.51248008;0.258824;0.568627;0.490196;1
2139;-0.62956924;2.19989040;1.622659296;0.231373;0.976471;0.780392;1
2140;-0.29984016;0.27696999;1.638711304;0.694118;0.611765;0.545098;1
2141;-0.37419052;0.85579021;0.10121006;0.435294;0.854902;0.74902;1
2142;-1.07701054;0.30577953;1.28753019;0.439216;0.294118;0.239216;1
2143;-0.39381905;0.80451019;0.46829992;0.278431;0.882353;0.862745;1
2144;-0.35896034;0.90476997;0.61924010;0.219608;0.996078;1;1
2145;-0.31282921;2.09552029;0.13291996;0.137255;0.529412;0.352941;1
2146;-1.08542004;0.01148041;0.53771001;0.0235294;0.113725;0.152941;1
2147;-0.879039637;2.14993027;0.86893993;0.168627;0.792157;0.701961;1
2148;-0.903351656;-0.00491993;1.10599018;0.0313725;0.984314;0.933333;1
2149;-1.30355015;0.09486015;0.15704006;0.0745098;0.286275;0.184314;1
2150;-0.1575390564;0.48497971;1.03087021;0.0196078;0.611765;0.588235;1
2151;-0.1504463517;0.84239967;0.12301999;0.443137;0.482353;0.364706;1
2152;-1.14903011;0.26375969;1.64739926;0.466667;0.298039;0.243137;1
2153;-0.10600033;0.58792980;1.65686924;0.596078;0.717647;0.654902;1
2154;-1.183816264;0.04065998;0.09192997;0.0862745;0.301961;0.215686;1
2155;-1.188303111;0.06373985;1.28761030;0.411765;0.270588;0.215686;1
2156;-0.41626091;0.74569996;0.53716999;0.32549;20;0.984314;1
2157;-0.96996994;0.14480026;1.52020007;0.482353;0.32549;0.270588;1
2158;-0.19592972;0.49193962;1.52634007;0.639216;0.65098;0.564706;1
2159;-1.09172001;0.00663002;0.69656998;0.027451;0.0470588;0.0862745;1
2160;-2.14615002;1.06163033;1.28308993;0.286275;0.172549;0.137255;1
2161;-0.35751096;0.90316971;0.06908995;0.439216;0.835294;0.729412;1
2162;-1.42788068;0.14816006;0.98931008;0.0823529;0.227451;0.129412;1
2163;-0.36271019;0.88758953;0.46292001;0.282353;0.984314;0.992157;1
2164;-0.45514030;0.66251953;0.72345000;0.329412;0.533333;0.427451;1
2165;-0.86226006;0.20722015;1.167663603;0.466667;0.329412;0.27451;1
2166;-1.29110089;0.76474007;1.171220593;0.34902;0.301961;0.239216;1
2167;-0.1897049249;2.08624009;0.49967009;0.337255;0.866667;0.694118;1
2168;-0.1943544305;0.21914013;1.142549713;0.466667;0.345098;0.290196;1
2169;-1.14609090;0.69275959;1.145459731;0.407843;0.313725;0.239216;1
2170;-0.59538956;0.71284016;0.34901005;0.305882;0.592157;0.513725;1
2171;-0.30552025;2.06581048;0.02168995;0.262745;0.737255;0.545098;1
2172;-0.42930908;0.69610985;0.58733994;0.439216;0.988235;0.988235;1
2173;-0.34195061;1.89000996;1.90734842;0.321569;0.984314;0.972549;1
2174;-0.37633057;0.23423965;1.93733838;0.603922;0.556863;0.505882;1
